journal_id,name,institution,sinta_url,accreditation,subject_area,p_issn,e_issn,link_google_scholar,link_garuda,link_website,impact_factor,total_citations,gs_citations_all,gs_citations_since_2020,gs_h_index_all,gs_h_index_since_2020,gs_i10_index_all,gs_i10_index_since_2020
66,KINERJA,FAKULTAS EKONOMI UNIVERSITAS ATMA JAYA YOGYAKARTA,https://sinta.kemdikbud.go.id/journals/profile/66,Sinta 3,Economy,25491709,25491709,https://scholar.google.co.id/citations?user=H5ei_scAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/5407,https://ojs.uajy.ac.id/index.php/kinerja,1.28571,1996.0,1996.0,1484.0,20.0,18.0,47.0,39.0
67,Jurnal Pendidikan Biologi,UNIVERSITAS NEGERI MALANG DAN PERHIMPUNAN BIOLOGI INDONESIA CABANG JAWA TIMUR,https://sinta.kemdikbud.go.id/journals/profile/67,Sinta 3,"Education, Agriculture",20856873,25409271,#!,https://garuda.kemdikbud.go.id/journal/view/9809,http://journal2.um.ac.id/index.php/jpb/index,2.1,1119.0,1119.0,1066.0,14.0,14.0,23.0,21.0
68,Jurnal Wawasan Yuridika,SEKOLAH TINGGI HUKUM BANDUNG,https://sinta.kemdikbud.go.id/journals/profile/68,Sinta 2,"Economy, Social",25490753,25490753,https://scholar.google.co.id/citations?user=Q2t9cBsAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/11133,http://ejournal.sthb.ac.id/index.php/jwy,1.71429,3287.0,3287.0,3088.0,30.0,28.0,78.0,73.0
69,Jurnal Sejarah Citra Lekha,DEPARTEMEN SEJARAH FAKULTAS ILMU BUDAYA UNIVERSITAS DIPONEGORO,https://sinta.kemdikbud.go.id/journals/profile/69,Sinta 2,"Humanities, Art",24430110,24430110,https://scholar.google.co.id/citations?user=W8w-TycAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/8292,http://ejournal.undip.ac.id/index.php/jscl/index,1.0,894.0,894.0,817.0,15.0,15.0,30.0,26.0
70,"ELKOMIKA: Jurnal Teknik Energi Elektrik, Teknik Telekomunikasi, & Teknik Elektronika",TEKNIK ELEKTRO INSTITUT TEKNOLOGI NASIONAL BANDUNG,https://sinta.kemdikbud.go.id/journals/profile/70,Sinta 3,Engineering,24599638,24599638,https://scholar.google.co.id/citations?user=W1eIo-gAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/8818,http://ejurnal.itenas.ac.id/index.php/elkomika,1.85849,2940.0,2940.0,2675.0,24.0,23.0,83.0,78.0
71,TEKNIK,UNIVERSITAS DIPONEGORO,https://sinta.kemdikbud.go.id/journals/profile/71,Sinta 2,Engineering,08521697,24609919,https://scholar.google.co.id/citations?user=lJnmuk8AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/1254,https://ejournal.undip.ac.id/index.php/teknik,1.1,2197.0,2197.0,1803.0,21.0,18.0,68.0,57.0
72,Jurnal Fisika FLUX,UNIVERSITAS LAMBUNG MANGKURAT,https://sinta.kemdikbud.go.id/journals/profile/72,Sinta 3,"Science, Education",1829796,25411713,https://scholar.google.co.id/citations?user=2Xfe968AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/9372,https://ppjp.ulm.ac.id/journal/index.php/f,1.925,1510.0,1510.0,1334.0,17.0,16.0,41.0,38.0
73,Jurnal Informatika: Jurnal Pengembangan IT,PUSAT PENELITIAN DAN PENGABDIAN MASYARAKAT (P3M) POLITEKNIK HARAPAN BERSAMA,https://sinta.kemdikbud.go.id/journals/profile/73,Sinta 3,"Science, Engineering",25489356,25489356,https://scholar.google.co.id/citations?user=dP1myLQAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/9477,http://ejournal.poltektegal.ac.id/index.php/informatika,2.87838,5273.0,5273.0,4999.0,27.0,27.0,62.0,61.0
74,Indonesian Journal of Curriculum and Educational Technology Studies,"JURUSAN KURIKULUM TEKNOLOGI PENDIDIKAN, FAKULTAS ILMU PENDIDIKAN, UNIVERSITAS NEGERI SEMARANG",https://sinta.kemdikbud.go.id/journals/profile/74,Sinta 3,"Science, Education",22526447,25274597,https://scholar.google.co.id/citations?user=7FP29zQAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/9954,http://journal.unnes.ac.id/sju/index.php/jktp,0.0,49.0,49.0,39.0,4.0,4.0,2.0,1.0
75,JOURNAL OF ICSAR,UNIVERSITAS NEGERI MALANG,https://sinta.kemdikbud.go.id/journals/profile/75,Sinta 2,Education,25488619,25488600,#!,https://garuda.kemdikbud.go.id/journal/view/9791,http://journal2.um.ac.id/index.php/icsar,1.06364,992.0,992.0,983.0,17.0,17.0,29.0,27.0
76,Jurnal Sosiologi Pendidikan Humanis,UNIVERSITAS NEGERI MALANG,https://sinta.kemdikbud.go.id/journals/profile/76,Sinta 3,"Humanities, Art, Social",25027875,25275879,#!,https://garuda.kemdikbud.go.id/journal/view/9799,http://journal2.um.ac.id/index.php/jsph/index,1.92308,489.0,489.0,481.0,11.0,11.0,15.0,15.0
77,Jurnal Agro,UNIVERSITAS ISLAM NEGERI SUNAN GUNUNG DJATI BANDUNG,https://sinta.kemdikbud.go.id/journals/profile/77,Sinta 2,Agriculture,,24077933,https://scholar.google.co.id/citations?user=NM2drHQAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/8074,http://journal.uinsgd.ac.id/index.php/ja/issue/archive,0.0,1388.0,1388.0,1267.0,19.0,18.0,46.0,45.0
78,Jurnal Gantang,UNIVERSITAS MARITIM RAJA ALI HAJI,https://sinta.kemdikbud.go.id/journals/profile/78,Sinta 3,Education,25030671,25485547,https://scholar.google.co.id/citations?user=Q04HF2IAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/9782,https://ojs.umrah.ac.id/index.php/gantang,2.94872,2811.0,2811.0,2724.0,26.0,26.0,58.0,58.0
79,Shirkah Journal of Economics and Business,"FAKULTAS EKONOMI DAN BISNIS ISLAM, INSTITUT AGAMA ISLAM NEGERI SURAKARTA",https://sinta.kemdikbud.go.id/journals/profile/79,Sinta 2,Economy,25034243,25034243,https://scholar.google.co.id/citations?user=dVWCaiAAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/13888,http://shirkah.or.id/new-ojs/index.php/home,5.12329,1479.0,1479.0,1436.0,20.0,20.0,47.0,46.0
80,Journal of Indonesian Applied Economics,UNIVERSITAS BRAWIJAYA,https://sinta.kemdikbud.go.id/journals/profile/80,Sinta 4,Economy,19077947,25415395,#!,https://garuda.kemdikbud.go.id/journal/view/7037,https://jiae.ub.ac.id/index.php/jiae/index,0.0,1499.0,1499.0,1095.0,18.0,16.0,34.0,27.0
81,Indonesian Journal of Islamic Literature and Muslim Society,PASCASARJANA INSTITUT AGAMA ISLAM NEGERI SURAKARTA,https://sinta.kemdikbud.go.id/journals/profile/81,Sinta 3,"Education, Religion",25281194,25281224,https://scholar.google.co.id/citations?user=cuVeTKAAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/11340,http://ejournal.iainsurakarta.ac.id/index.php/islimus/index,2.0,429.0,429.0,413.0,11.0,11.0,13.0,13.0
82,,,https://sinta.kemdikbud.go.id/journals/profile/82,,,,,,,,,,,,,,,
83,Jurnal Hukum dan Peradilan,PUSAT PENELITIAN DAN PENGEMBANGAN HUKUM DAN PERADILAN PADA BADAN PENELITIAN DAN PENGEMBANGAN PENDIDIKAN DAN PELATIHAN HUKUM DAN PERADILAN MAHKAMAH AGUNG RI,https://sinta.kemdikbud.go.id/journals/profile/83,Sinta 2,Social,23033274,25281100,https://scholar.google.co.id/citations?user=G_RGUkAAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/26933,https://www.jurnalhukumdanperadilan.org,3.15385,4417.0,4417.0,4072.0,32.0,31.0,121.0,116.0
84,ECSOFiM (Economic and Social of Fisheries and Marine Journal),UNIVERSITAS BRAWIJAYA,https://sinta.kemdikbud.go.id/journals/profile/84,Sinta 2,"Humanities, Science, Agriculture, Art, Social",0,25285939,https://scholar.google.co.id/citations?user=-WA3IXwAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/7359,https://ecsofim.ub.ac.id/index.php/ecsofim/index,2.0,1968.0,1968.0,1796.0,20.0,17.0,46.0,43.0
85,Pedagogia jurnal pendidikan,UNIVERSITAS MUHAMMADIYAH SIDOARJO,https://sinta.kemdikbud.go.id/journals/profile/85,Sinta 3,Education,20893833,25482254,https://scholar.google.co.id/citations?user=C02qH84AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/8446,http://pedagogia.umsida.ac.id,2.70732,6829.0,6829.0,6076.0,39.0,36.0,91.0,88.0
86,Justicia Islamica : Jurnal Kajian Hukum dan Sosial,FAKULTAS SYARIAH INSTITUT AGAMA ISLAM NEGERI (IAIN) PONOROGO,https://sinta.kemdikbud.go.id/journals/profile/86,Sinta 2,"Education, Social, Religion",16935926,25027646,https://scholar.google.co.id/citations?user=SvziJtQAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/8523,http://jurnal.stainponorogo.ac.id/index.php/justicia/index,7.11765,1808.0,1808.0,1690.0,23.0,21.0,47.0,44.0
87,Al-Banjari : Jurnal Ilmiah Ilmu-Ilmu Keislaman,PASCASARJANA UIN ANTASARI BANJARMASIN,https://sinta.kemdikbud.go.id/journals/profile/87,Sinta 2,"Humanities, Art, Religion",14129507,25276778,#!,https://garuda.kemdikbud.go.id/journal/view/13595,http://jurnal.uin-antasari.ac.id/index.php/al-banjari/index,0.8,1176.0,1176.0,1065.0,16.0,15.0,37.0,34.0
88,Industria: Jurnal Teknologi dan Manajemen Agroindustri,"JURUSAN TEKNOLOGI INDUSTRI PERTANIAN, FAKULTAS TEKNOLOGI PERTANIAN, UNIVERSITAS BRAWIJAYA",https://sinta.kemdikbud.go.id/journals/profile/88,Sinta 2,"Economy, Health, Science, Education, Agriculture, Social, Engineering",22527877,25493892,https://scholar.google.co.id/citations?user=B_cKZyIAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/10131,http://industria.ub.ac.id,1.74359,4205.0,4205.0,3843.0,32.0,29.0,92.0,85.0
89,Khazanah Informatika: Jurnal Ilmu Komputer dan Informatika,MUHAMMADIYAH UNIVERSITY PRESS,https://sinta.kemdikbud.go.id/journals/profile/89,Sinta 2,,2477698,2477698,https://scholar.google.co.id/citations?user=sf6uoD0AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/8568,http://journals.ums.ac.id/index.php/khif,13.0,2360.0,2360.0,2165.0,22.0,21.0,57.0,54.0
90,Riset Akuntansi dan Keuangan Indonesia,UNIVERSITAS MUHAMMADIYAH SURAKARTA,https://sinta.kemdikbud.go.id/journals/profile/90,Sinta 2,Economy,14116510,25416111,https://scholar.google.co.id/citations?user=yg0tkO0AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/35316,http://journals.ums.ac.id/index.php/reaksi,3.89394,5640.0,5640.0,4881.0,38.0,35.0,94.0,86.0
91,Jurnal Kebidanan dan Keperawatan 'Aisyiyah,UNIVERSITAS 'AISYIYAH YOGYAKARTA,https://sinta.kemdikbud.go.id/journals/profile/91,Sinta 3,Health,18580610,24778184,https://scholar.google.co.id/citations?user=w70gcboAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/27939,https://ejournal.unisayogya.ac.id/ejournal/index.php/jkk/,0.0,46.0,46.0,30.0,4.0,4.0,2.0,0.0
92,JPP Undiksha,UNIVERSITAS PENDIDIKAN GANESHA,https://sinta.kemdikbud.go.id/journals/profile/92,Sinta 2,Agriculture,23017821,25492608,https://scholar.google.co.id/citations?user=_IwidvUAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/1324,https://ejournal.undiksha.ac.id/index.php/JPP,3.2973,6471.0,6471.0,4985.0,36.0,32.0,128.0,96.0
93,Humaniora,UNIVERSITAS BINA NUSANTARA,https://sinta.kemdikbud.go.id/journals/profile/93,Sinta 2,Humanities,20871236,24769061,https://scholar.google.co.id/citations?user=6myTrWUAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/14640,https://journal.binus.ac.id/index.php/Humaniora,2.49275,10045.0,10045.0,8936.0,47.0,45.0,212.0,191.0
94,AGRARIS: Journal of Agribusiness and Rural Development Research,UNIVERSITAS MUHAMMADIYAH YOGYAKARTA,https://sinta.kemdikbud.go.id/journals/profile/94,Sinta 1,"Economy, Agriculture, Social",2407814,25279238,https://scholar.google.co.id/citations?user=fxAiK-EAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/35522,https://agraris.umy.ac.id/index.php/agraris,3.51429,2241.0,2241.0,2030.0,24.0,23.0,76.0,74.0
95,Media Farmasi : Jurnal Ilmu Farmasi (Journal Of Pharmaceutical Science),UNIVERSITAS AHMAD DAHLAN,https://sinta.kemdikbud.go.id/journals/profile/95,Sinta 3,"Health, Science",14127946,25035223,https://scholar.google.co.id/citations?user=irc_KasAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/5560,http://journal.uad.ac.id/index.php/Media-Farmasi/index,0.0,800.0,800.0,642.0,13.0,12.0,20.0,16.0
96,COUNS-EDU: The International Journal of Counseling and Education,INDONESIAN COUNSELOR ASSOCIATION,https://sinta.kemdikbud.go.id/journals/profile/96,Sinta 2,Education,2548348,25483498,https://scholar.google.co.id/citations?user=eTTGdsAAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/12097,https://counsedu.iicet.org/index.php/counsedu/index,1.72414,923.0,923.0,893.0,13.0,13.0,22.0,21.0
97,JEPIN (Jurnal Edukasi dan Penelitian Informatika),"PROGRAM STUDI TEKNIK INFORMATIKA, FAKULTAS TEKNIK UNIVERSITAS TANJUNGPURA",https://sinta.kemdikbud.go.id/journals/profile/97,Sinta 2,"Science, Education",25489364,25489364,https://scholar.google.co.id/citations?user=En5dz8UAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/7629,http://jurnal.untan.ac.id/index.php/jepin/index,7.29167,4546.0,4546.0,4387.0,31.0,30.0,128.0,120.0
98,,,https://sinta.kemdikbud.go.id/journals/profile/98,,,,,,,,,,,,,,,
99,Purbawidya: Jurnal Penelitian dan Pengembangan Arkeologi,BADAN RISET DAN INOVASI NASIONAL,https://sinta.kemdikbud.go.id/journals/profile/99,Sinta 2,"Humanities, Art",22523758,25283618,https://scholar.google.co.id/citations?user=nV1hRBwAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/35534,https://ejournal.brin.go.id/purbawidya,0.954545,392.0,392.0,340.0,7.0,7.0,3.0,3.0
100,Leksema : Jurnal Bahasa dan Sastra,FAKULTAS ADAB DAN BAHASA INSTITUT AGAMA ISLAM NEGERI SURAKARTA,https://sinta.kemdikbud.go.id/journals/profile/100,Sinta 3,"Education, Religion",2527807,2527807,https://scholar.google.co.id/citations?user=ZZvaGFwAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/9400,http://ejournal.iainsurakarta.ac.id/index.php/leksema,0.0,566.0,566.0,544.0,13.0,12.0,16.0,16.0
101,J@ti Undip : Jurnal Teknik Industri,"DEPARTEMEN TEKNIK INDUSTRI, FAKULTAS TEKNIK, UNIVERSITAS DIPONEGORO",https://sinta.kemdikbud.go.id/journals/profile/101,Sinta 3,Engineering,19071434,25021516,#!,https://garuda.kemdikbud.go.id/journal/view/1263,https://ejournal.undip.ac.id/index.php/jgti/index,2.65517,5263.0,5263.0,4617.0,32.0,29.0,118.0,98.0
102,Media Komunikasi Teknik Sipil,BADAN KEJURUAN TEKNIK SIPIL PERSATUAN INSINYUR INDONESIA DAN BADAN MUSYAWARAH PENDIDIKAN TINGGI TEKNIK SIPIL SELURUH INDONESIA,https://sinta.kemdikbud.go.id/journals/profile/102,Sinta 2,Engineering,08541809,25496778,#!,https://garuda.kemdikbud.go.id/journal/view/1269,http://ejournal.undip.ac.id/index.php/mkts,1.5,1117.0,1117.0,930.0,15.0,13.0,32.0,27.0
103,JIKO (Jurnal Informatika dan Komputer),PUSAT PENELITIAN DAN PENGABDIAN PADA MASYARAKAT STMIK AKAKOM YOGYAKARTA,https://sinta.kemdikbud.go.id/journals/profile/103,Sinta 4,Science,24774413,24773964,https://scholar.google.co.id/citations?user=A_G9cXoAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/10726,https://ejournal.akakom.ac.id/index.php/jiko,4.03614,947.0,947.0,890.0,15.0,15.0,28.0,28.0
104,,,https://sinta.kemdikbud.go.id/journals/profile/104,,,,,,,,,,,,,,,
105,Lingua Didaktika: Jurnal Bahasa dan Pembelajaran Bahasa,DEPARTEMEN BAHASA DAN SASTRA INGGRIS FBS UNIVERSITAS NEGERI PADANG,https://sinta.kemdikbud.go.id/journals/profile/105,Sinta 2,Education,19790459,25410075,#!,#!,http://ejournal.unp.ac.id/index.php/linguadidaktika/index,0.545455,1155.0,1155.0,1085.0,15.0,15.0,30.0,27.0
106,Iqtishadia: Jurnal Ekonomi dan Perbankan Syariah,"JURUSAN EKONOMI DAN BISNIS ISLAM, IAIN MADURA",https://sinta.kemdikbud.go.id/journals/profile/106,Sinta 3,Economy,23547057,24423076,https://scholar.google.co.id/citations?user=UHawCXMAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/8583,http://ejournal.stainpamekasan.ac.id/index.php/iqtishadia/index,0.0,544.0,544.0,534.0,14.0,14.0,16.0,16.0
107,Script Journal: Journal of Linguistic and English Teaching,PROGRAM STUDI BAHASA INGGRIS FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN UNIVERSITAS WIDYA GAMA MAHAKAM SAMARINDA,https://sinta.kemdikbud.go.id/journals/profile/107,Sinta 2,Education,25026623,25026623,https://scholar.google.co.id/citations?user=tTaxI7oAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/10770,http://jurnal.fkip-uwgm.ac.id/index.php/Script/issue/archive,4.03846,1149.0,1149.0,1093.0,17.0,16.0,33.0,32.0
108,Populasi,PUSAT STUDI KEPENDUDUKAN DAN KEBIJAKAN UNIVERSITAS GADJAH MADA,https://sinta.kemdikbud.go.id/journals/profile/108,Sinta 3,"Humanities, Art",,2476941,#!,https://garuda.kemdikbud.go.id/journal/view/7994,https://jurnal.ugm.ac.id/populasi/,0.0,1111.0,1111.0,931.0,15.0,14.0,25.0,21.0
109,Journal of Regional and Rural Development Planning,INSTITUT PERTANIAN BOGOR,https://sinta.kemdikbud.go.id/journals/profile/109,Sinta 3,Engineering,25493922,25493930,https://scholar.google.co.id/citations?user=1FPemVIAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/11613,http://journal.ipb.ac.id/p2wd,3.84375,2034.0,2034.0,1974.0,24.0,24.0,52.0,49.0
110,Psikologika: Jurnal Pemikiran dan Penelitian Psikologi,UNIVERSITAS ISLAM INDONESIA,https://sinta.kemdikbud.go.id/journals/profile/110,Sinta 2,Education,14101289,25796518,https://scholar.google.co.id/citations?user=gmagYMEAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/572,https://journal.uii.ac.id/index.php/Psikologika,4.90909,4512.0,4512.0,3409.0,32.0,29.0,137.0,112.0
111,Jurnal KALAM,UNIVERSITAS ISLAM NEGERI RADEN INTAN LAMPUNG,https://sinta.kemdikbud.go.id/journals/profile/111,Sinta 2,"Education, Religion",08539510,25407759,https://scholar.google.co.id/citations?user=reHyU0UAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/5895,http://ejournal.radenintan.ac.id/index.php/KALAM,0.538462,2435.0,2435.0,2240.0,28.0,26.0,61.0,58.0
112,Nalars: Jurnal Arsitektur FT-UMJ,JURUSAN ARSITEKTUR UNIVERSITAS MUHAMMADIYAH JAKARTA,https://sinta.kemdikbud.go.id/journals/profile/112,Sinta 3,Education,25496832,25496832,https://scholar.google.co.id/citations?user=MSY-EZkAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/6728,https://jurnal.umj.ac.id/index.php/nalars/index,1.30233,1462.0,1462.0,1262.0,20.0,18.0,42.0,37.0
113,"Journal of Educational, Health, Community Psychology",UAD PRESS,https://sinta.kemdikbud.go.id/journals/profile/113,Sinta 2,"Health, Education",24608467,24608467,https://scholar.google.co.id/citations?user=TU0uXv8AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/5539,http://journal.uad.ac.id/index.php/Psychology/index,0.0,879.0,879.0,727.0,17.0,15.0,20.0,19.0
114,JEES (Journal of English Educators Society),UNIVERSITAS MUHAMMADIYAH SIDOARJO,https://sinta.kemdikbud.go.id/journals/profile/114,Sinta 2,Education,,25033492,https://scholar.google.co.id/citations?user=rooDAZAAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/9252,https://jees.umsida.ac.id/index.php/jees,2.94,2622.0,2622.0,2556.0,27.0,27.0,73.0,69.0
115,Jurnal Berkala Epidemiologi,UNIVERSITAS AIRLANGGA,https://sinta.kemdikbud.go.id/journals/profile/115,Sinta 2,"Health, Science",,2541092,#!,https://garuda.kemdikbud.go.id/journal/view/7403,https://e-journal.unair.ac.id/JBE/issue/archive,1.44792,4911.0,4911.0,4579.0,36.0,33.0,115.0,110.0
116,Jurnal Ilmu dan Teknologi Hasil Ternak,BAGIAN TEKNOLOGI HASIL TERNAK FAKULTAS PETERNAKAN UNIVERSITAS BRAWIJAYA,https://sinta.kemdikbud.go.id/journals/profile/116,Sinta 3,"Science, Education",19780303,23381620,#!,https://garuda.kemdikbud.go.id/journal/view/4868,http://jitek.ub.ac.id/index.php/jitek,0.0,307.0,307.0,271.0,10.0,9.0,10.0,9.0
117,Politik Indonesia: Indonesian Political Science Review,PROGRAM STUDI ILMU POLITIK-UNIVERSITAS NEGERI SEMARANG,https://sinta.kemdikbud.go.id/journals/profile/117,Sinta 2,Social,24778060,25034456,https://scholar.google.co.id/citations?user=9QxkokIAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/12518,http://journal.unnes.ac.id/nju/index.php/jpi,0.0,411.0,411.0,408.0,12.0,12.0,18.0,18.0
118,Jurnal Riset Manajemen Sains Indonesia (JRMSI),FAKULTAS EKONOMI UNIVERSITAS NEGERI JAKARTA,https://sinta.kemdikbud.go.id/journals/profile/118,Sinta 4,"Economy, Science, Social",0,23018313,#!,https://garuda.kemdikbud.go.id/journal/view/11560,http://journal.unj.ac.id/unj/index.php/jrmsi,0.5,5319.0,5319.0,4460.0,33.0,31.0,69.0,63.0
119,Lembaran Ilmu Kependidikan,UNIVERSITAS NEGERI SEMARANG,https://sinta.kemdikbud.go.id/journals/profile/119,Sinta 3,Education,,02160847,https://scholar.google.co.id/citations?user=-omfIdcAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/5681,http://journal.unnes.ac.id/nju/index.php/LIK/index,0.0,1475.0,1475.0,1164.0,19.0,17.0,36.0,29.0
120,Jurnal Teknologi & Industri Hasil Pertanian,"JURUSAN TEKNOLOGI HASIL PERTANIAN, FAKULTAS PERTANIAN, UNIVERSITAS LAMPUNG",https://sinta.kemdikbud.go.id/journals/profile/120,Sinta 2,"Science, Agriculture, Engineering",14103044,23024399,#!,#!,http://jurnal.fp.unila.ac.id/index.php/JTHP/issue/archive,0.923077,2123.0,2123.0,1694.0,22.0,19.0,65.0,53.0
121,Jurnal Nasional Pendidikan Teknik Informatika : JANAPATI,UNIVERSITAS PENDIDIKAN GANESHA,https://sinta.kemdikbud.go.id/journals/profile/121,Sinta 2,"Science, Education, Engineering",20898673,25484265,https://scholar.google.co.id/citations?user=oGfVWJAAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/13543,https://ejournal.undiksha.ac.id/index.php/janapati,4.52174,4107.0,4107.0,3777.0,29.0,28.0,93.0,81.0
122,Kaji Tindak: Jurnal Pemberdayaan Masyarakat,UNIVERSITAS TARUMANAGARA,https://sinta.kemdikbud.go.id/journals/profile/122,Sinta 3,,25034979,25034979,https://scholar.google.co.id/citations?user=yt9VvroAAAAJ&hl=en,#!,http://lpkmv-untar.org/jurnal/index.php/kajitindak/issue/archive,0.0,97.0,97.0,73.0,6.0,6.0,3.0,1.0
123,Jurnal Teknologi Perikanan dan Kelautan,INSTITUT PERTANIAN BOGOR,https://sinta.kemdikbud.go.id/journals/profile/123,Sinta 2,Science,20874871,25493841,https://scholar.google.co.id/citations?user=_e_MrAcAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/212,https://journal.ipb.ac.id/index.php/jtpk/index,1.32203,2467.0,2467.0,2122.0,24.0,22.0,83.0,72.0
124,INSIST (International Series on Interdisciplinary Research),LPPM UNILA,https://sinta.kemdikbud.go.id/journals/profile/124,Sinta 3,Education,,25028588,https://scholar.google.co.id/citations?user=Hw8zWJ8AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/14742,http://insist.unila.ac.id/index.php/ojs/index,0.0,98.0,98.0,76.0,5.0,4.0,4.0,3.0
125,Jurnal Telematika,INSTITUT TEKNOLOGI HARAPAN BANGSA,https://sinta.kemdikbud.go.id/journals/profile/125,Sinta 3,"Science, Engineering",18582516,25793772,https://scholar.google.co.id/citations?user=d3sJXWQAAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/13846,http://journal.ithb.ac.id/telematika,1.73684,1044.0,1044.0,974.0,15.0,14.0,24.0,23.0
126,Jurnal Standardisasi : Majalah Ilmiah Standardisasi (e-journal),PUSAT PENELITIAN DAN PENGEMBANGAN STANDARDISASI,https://sinta.kemdikbud.go.id/journals/profile/126,Sinta 2,Education,14110822,23375833,https://scholar.google.co.id/citations?user=D19vIn4AAAAJ&hl=en,https://garuda.kemdikbud.go.id/journal/view/2337,http://js.bsn.go.id/index.php/standardisasi/index,1.71795,2610.0,2610.0,2010.0,23.0,21.0,62.0,55.0
